start,end,relation,description,source
"""乘法原理""","""排列数""","""因果""","""乘法原理是推导排列数计算公式的基础。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""一、不重复的排列与组合""]"
"""重集""","""元素的重数""","""定义""","""重集中的相同元素的个数称为元素的重数。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""重集""","""m元重集""","""分类""","""含有特定数量元素的特定类型的重集称为m元重集。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""重集""","""无穷重m元重集""","""分类""","""所有元素均可出现任意多次的重集称为无穷重m元重集。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""可重复排列""","""全排列""","""分类""","""当从重集中取出的元素数量等于重集的总元素数量时，称为全排列。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""可重复排列""","""选排列""","""分类""","""当从重集中取出的元素数量少于重集的总元素数量时，称为选排列。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""可重复排列""","""可重复r-排列数""","""定义""","""可重复排列的个数称为可重复r-排列数。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""定理1.16""","""无穷重m元重集""","""应用""","""定理1.16提供了无穷重m元重集的可重复r-排列数的计算方法。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""定理1.17""","""m元重集""","""应用""","""定理1.17提供了有限m元重集的全排列数的计算方法。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""可重复r-排列数""","""乘法原理""","""推导""","""可重复r-排列数的计算可以通过乘法原理推导得出。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""可重复的组合""","""重集""","""条件""","""可重复的组合是基于重集进行的，重集是其前提条件。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""三、可重复的组合""]"
"""可重复的组合""","""可重复$r\\cdot$-组合""","""定义""","""可重复的组合定义了可重复$r\\cdot$-组合的概念。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""三、可重复的组合""]"
"""可重复的组合""","""可重复$r$-组合数""","""引用""","""可重复的组合涉及可重复$r$-组合数的计算。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""三、可重复的组合""]"
"""可重复$r\\cdot$-组合""","""重集""","""组成""","""可重复$r\\cdot$-组合是由重集中的元素组成的子集。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""三、可重复的组合""]"
"""可重复$r$-组合数""","""定理1.18""","""引用""","""可重复$r$-组合数的计算依据定理1.18进行。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""三、可重复的组合""]"
"""定理1.18""","""重集""","""条件""","""定理1.18适用于特定的重集条件，即每个元素的从数均不小于$r$。""","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""三、可重复的组合""]"
"""有限集""","""高级计数技术""","""应用""","""高级计数技术应用于有限集的计数问题，特别是动态演化性质的问题。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""]"
"""动态演化性质""","""高级计数技术""","""因果""","""动态演化性质的问题需要使用高级计数技术来解决。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""]"
"""高级计数技术""","""递推关系计数法""","""组成""","""递推关系计数法是高级计数技术的一部分。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""]"
"""高级计数技术""","""递推关系求解技术""","""组成""","""递推关系求解技术是高级计数技术的一部分。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""]"
"""高级计数技术""","""生成函数计数法""","""组成""","""生成函数计数法是高级计数技术的一部分。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""]"
"""递推关系""","""递推公式""","""等价""","""递推关系和递推公式是同一个概念，表示通项与前若干项之间的计算表达式。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推关系""","""初值""","""条件""","""递推关系的计算需要确定一个或多个初始项的值，即初值。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推关系""","""特解""","""推导""","""如果一个数列的各项都满足递推关系，则称该数列为该递推关系的一个特解。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推公式""","""等差数列""","""应用""","""等差数列可以用递推公式表示，例如$a_{n}=a_{n-1}+d$。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推公式""","""等比数列""","""应用""","""等比数列可以用递推公式表示，例如$b_{n}=b_{n-1}q$。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推关系""","""组合计算问题""","""工具""","""递推关系是求解组合计算问题的重要工具。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推关系""","""有限集合的计数问题""","""应用""","""递推关系用于解决有限集合的计数问题，需先建立相应的递推关系式。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""递推关系""","""迭代求解法""","""应用""","""迭代求解法是用于求解简单递推关系的一种基本方法。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""递推关系""","""常系数齐次线性递推关系""","""分类""","""常系数齐次线性递推关系是递推关系的一种特殊类型。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""常系数齐次线性递推关系""","""特征根""","""依赖""","""常系数齐次线性递推关系的求解依赖于特征根的概念。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""常系数齐次线性递推关系""","""特征方程""","""依赖""","""常系数齐次线性递推关系的求解依赖于特征方程的定义。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""定理1.19""","""常系数齐次线性递推关系""","""证明""","""定理1.19证明了常系数齐次线性递推关系在满足初始条件的情况下有唯一解。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""定理1.20""","""特征根""","""关联""","""定理1.20表明特征根与常系数齐次线性递推关系的解之间存在直接联系。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""定理1.21""","""递推关系""","""推导""","""定理1.21推导出递推关系解的结构特点。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""定理1.22""","""递推关系""","""推导""","""定理1.22推导出递推关系的通解形式。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""生成函数""","""母函数""","""等价""","""生成函数和母函数是同一概念的不同称呼，都用于表示数列的幂级数形式。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""生成函数""","""组合分析""","""工具""","""生成函数是组合分析中的重要工具，用于求解组合数和排列数。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""生成函数""","""递推关系""","""应用""","""生成函数可以用于求解某些递推关系，提供了一种有效的解题方法。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""生成函数""","""幂级数""","""组成""","""生成函数是由数列构成的幂级数，用于表示数列的生成关系。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""生成函数""","""数列""","""表示""","""生成函数用于表示数列的幂级数形式，是数列的一种数学表示方法。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""无穷重数""","""r-组合数""","""关联""","""无穷重数的m元重集的r-组合数可以通过生成函数来表示和计算。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""定理1.23""","""生成函数""","""引用""","""定理1.23中引用了生成函数来描述无穷重数的m元重集的r-组合数。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""定理1.23""","""r-组合数""","""定义""","""定理1.23定义了无穷重数的m元重集的r-组合数的生成函数表示方法。""","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""图模型""","""欧拉""","""引用""","""图模型及其理论由数学家欧拉创立，用于解决哥尼斯堡七桥问题。""","[""第十章  特殊图模型与算法""]"
"""图模型""","""哥尼斯堡七桥问题""","""应用""","""图模型最初用于解决哥尼斯堡七桥遍历问题。""","[""第十章  特殊图模型与算法""]"
"""欧拉图""","""哥尼斯堡七桥问题""","""应用""","""欧拉图及相关理论用于解决哥尼斯堡七桥遍历问题。""","[""第十章  特殊图模型与算法""]"
"""哈密顿图""","""旅游的路径规划问题""","""应用""","""哈密顿图及相关理论用于解决旅游的路径规划问题。""","[""第十章  特殊图模型与算法""]"
"""二分图""","""资源分配与匹配问题""","""应用""","""二分图及相关理论用于解决资源分配与匹配问题。""","[""第十章  特殊图模型与算法""]"
"""平面图""","""图的着色与并行流程的设计问题""","""应用""","""平面图的相关理论用于解决图的着色与并行流程的设计问题。""","[""第十章  特殊图模型与算法""]"
"""网络流图""","""最小费用流问题""","""应用""","""网络流图的相关理论用于解决最小费用流问题。""","[""第十章  特殊图模型与算法""]"
"""欧拉图""","""遍历算法""","""关联""","""欧拉图模型涉及边的遍历算法。""","[""第十章  特殊图模型与算法""]"
"""哈密顿图""","""近似遍历算法""","""关联""","""哈密顿图模型涉及结点的近似遍历算法。""","[""第十章  特殊图模型与算法""]"
"""二分图""","""匈牙利匹配构造算法""","""关联""","""二分图模型涉及匈牙利匹配构造算法。""","[""第十章  特殊图模型与算法""]"
"""平面图""","""着色算法""","""关联""","""平面图模型涉及着色算法。""","[""第十章  特殊图模型与算法""]"
"""网络流图""","""最大流算法""","""关联""","""网络流图模型涉及最大流算法。""","[""第十章  特殊图模型与算法""]"
"""欧拉图""","""唯一性遍历""","""解决""","""欧拉图解决的是图中边的唯一性遍历问题。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""哈密顿图""","""唯一性遍历""","""解决""","""哈密顿图解决的是图中结点的唯一性遍历问题。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""欧拉图""","""一笔画问题""","""等价""","""欧拉图的问题可以等价于一笔画问题。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""欧拉图""","""充要条件""","""依赖""","""欧拉图问题的可解性依赖于明确的充要条件。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""欧拉图""","""遍历路径构造算法""","""应用""","""欧拉图问题有简单可行的遍历路径构造算法。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""哈密顿图""","""哈密顿路径存在性""","""依赖""","""哈密顿图问题的解决依赖于哈密顿路径存在性的判定。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""欧拉图""","""哈密顿图""","""对比""","""欧拉图和哈密顿图在问题内涵和求解难度上有巨大差异。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图""]"
"""欧拉图""","""欧拉回路""","""定义""","""欧拉图是存在欧拉回路的图，即通过图中所有边一次且仅一次的回路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""半欧拉图""","""欧拉通路""","""定义""","""半欧拉图是存在欧拉通路但不存在欧拉回路的图，即通过图中所有边一次且仅一次的通路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""欧拉图""","""连通图""","""条件""","""欧拉图必须是连通图，且所有结点度数为偶数。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""半欧拉图""","""奇度数结点""","""条件""","""半欧拉图必须是连通图，且恰有2个奇度数结点。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""弗洛莱算法""","""欧拉回路""","""应用""","""弗洛莱算法用于找到欧拉图中的欧拉回路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""弗洛莱算法""","""欧拉通路""","""应用""","""弗洛莱算法也适用于找到半欧拉图中的欧拉通路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""图模型""","""连通图""","""分类""","""连通图是图模型的一种，强调图中任意两结点之间存在路径。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""结点度数""","""奇度数结点""","""分类""","""奇度数结点是结点度数的一种，特指度数为奇数的结点。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""入度""","""出度""","""对比""","""在有向图中，入度指进入结点的边数，出度指离开结点的边数，两者用于描述结点的连接特性。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""孤立结点""","""图模型""","""组成""","""孤立结点是图模型中的一个特殊结点，没有与其他结点相连的边。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""简单通路""","""图模型""","""组成""","""简单通路是图模型中的一种路径，不重复经过任何结点或边。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""哈密顿图""","""哈密顿通路""","""包含""","""哈密顿图包含哈密顿通路，即经过图中每个结点一次且仅一次的通路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""哈密顿回路""","""包含""","""哈密顿图包含哈密顿回路，即经过图中每个结点一次且仅一次的回路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""半哈密顿图""","""对比""","""哈密顿图与半哈密顿图对比，哈密顿图存在哈密顿回路，而半哈密顿图存在哈密顿通路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""必要条件""","""条件""","""哈密顿图的存在需要满足一定的必要条件，如定理10.3所述。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""定理10.3""","""条件""","""定理10.3给出了哈密顿图的一个必要条件。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""半哈密顿图""","""推论10.2""","""条件""","""推论10.2给出了半哈密顿图的一个必要条件。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""彼得森图""","""反例""","""彼得森图满足定理10.3的条件，但不是哈密顿图，用于证伪。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""定理10.4""","""条件""","""定理10.4给出了哈密顿图的充分条件。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""定理10.5""","""条件""","""定理10.5（奥尔定理）给出了哈密顿图的充分条件。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""哈密顿图""","""狄拉克定理""","""条件""","""狄拉克定理给出了哈密顿图的充分条件，是奥尔定理的推论。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""欧拉图""","""哈密顿图""","""对比""","""欧拉图与哈密顿图对比，哈密顿图的研究更为困难。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.2  哈密顿图及其性质""]"
"""中国邮路问题""","""欧拉图""","""条件""","""中国邮路问题的求解需要判断图是否为欧拉图，若不是则需要转化为欧拉图。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""中国邮路问题""","""奇度数结点""","""因果""","""中国邮路问题中，奇度数结点的存在导致需要添加边以转化为欧拉图。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""欧拉图""","""偶度数结点""","""条件""","""一个图成为欧拉图的条件是所有结点为偶度数。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""欧拉图""","""弗洛莱算法""","""引用""","""在求解欧拉图时，使用弗洛莱算法来找到一条欧拉回路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""欧拉图""","""欧拉回路""","""推导""","""欧拉图中可以推导出一条欧拉回路。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""奇度数结点""","""重复边""","""因果""","""奇度数结点的存在导致需要添加重复边以转化为偶度数结点。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""重复边""","""基本回路""","""条件""","""添加重复边后，需要基于基本回路进行优化。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""基本回路""","""平行边""","""条件""","""在基本回路上，平行边的总权值需要不大于该回路权值的一半。""","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.3 中国邮路问题""]"
"""二分图""","""特殊图模型""","""分类""","""二分图是一种特殊的图模型，用于表示和处理两类对象之间的联系。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""]"
"""二分图""","""匹配问题""","""关联""","""二分图模型常用于解决匹配问题，二者具有密切联系。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""]"
"""匹配问题""","""完备匹配""","""分类""","""完备匹配是匹配问题的一种特定类型，要求所有结点都得到匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""]"
"""匹配问题""","""最大匹配""","""分类""","""最大匹配是匹配问题的一种特定类型，目标是找到最多的匹配边。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""]"
"""二分图""","""完备匹配""","""应用""","""在二分图中，完备匹配是一种重要的应用场景，要求所有结点都得到匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""]"
"""二分图""","""最大匹配""","""应用""","""在二分图中，最大匹配是一种重要的应用场景，目标是找到最多的匹配边。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""]"
"""二分图""","""互补结点子集""","""组成""","""二分图由两个互补结点子集组成，分别记为X和Y。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""二分图""","""完全二分图""","""分类""","""完全二分图是二分图的一种特殊类型，其中X中每个结点与Y中每个结点都有且仅有一边联结。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""二分图""","""自回路""","""排除""","""二分图中没有两个端点同属X或Y的边，因此没有自回路。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""二分图""","""同构""","""对比""","""同构的图模型结构相同但表现形式多样，判定二分图时需考虑同构的影响。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""二分图""","""充要条件""","""引用""","""二分图的判定依赖于充要条件，即所有回路的长度均为偶数。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""二分图""","""定理10.7""","""引用""","""定理10.7提供了二分图判定的充要条件，即所有回路的长度均为偶数。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""匹配问题""","""二分图""","""应用""","""匹配问题常在二分图模型中进行研究和应用。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""完全二分图""","""K_{i,j}""","""等价""","""完全二分图记作K_{i,j}，其中|X|=i，|Y|=j。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""定理10.7""","""充要条件""","""定义""","""定理10.7定义了二分图的充要条件，即所有回路的长度均为偶数。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.1  二分图的概念与性质""]"
"""二分图""","""匹配问题""","""应用""","""二分图是解决匹配问题的基本模型，匹配问题在二分图中有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""匹配问题""","""完备匹配""","""分类""","""完备匹配是匹配问题的一种特殊类型，要求所有结点都被匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""匹配问题""","""最大匹配""","""分类""","""最大匹配是匹配问题的一种类型，目标是找到边数最多的匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""完备匹配""","""最大匹配""","""推导""","""完备匹配一定是最大匹配，但最大匹配不一定是完备匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""二分图""","""完备匹配""","""条件""","""二分图中存在完备匹配的条件是|X|=|Y|。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""二分图""","""最大匹配""","""存在性""","""任意二分图中总是存在最大匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""霍尔婚姻定理""","""完备匹配""","""条件""","""霍尔婚姻定理给出了二分图存在完备匹配的充分必要条件。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""t-条件""","""完备匹配""","""条件""","""t-条件是二分图存在完备匹配的一个充分条件。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""结点""","""边""","""关联""","""结点通过边相互连接，构成二分图的基本结构。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""匹配""","""饱和结点""","""定义""","""匹配中的边所关联的结点称为饱和结点。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""结点""","""度""","""属性""","""结点的度表示与该结点相连的边的数量。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""t-条件""","""度""","""依赖""","""t-条件的判断依赖于结点的度。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""]"
"""二分图""","""匹配问题""","""相关""","""二分图是匹配问题的研究对象，匹配问题是二分图中的核心问题。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""最大匹配""","""交错道""","""依赖""","""判断最大匹配需要引入交错道的概念。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""最大匹配""","""可增广道""","""依赖""","""最大匹配的判定依赖于是否存在可增广道。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""贝尔格定理""","""最大匹配""","""判定""","""贝尔格定理提供了判定最大匹配的充分必要条件。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""匈牙利算法""","""贝尔格定理""","""基于""","""匈牙利算法是基于贝尔格定理提出的构造最大匹配的算法。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""匈牙利算法""","""可增广道""","""核心""","""匈牙利算法的核心思想是寻找可增广道并调整匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""对称差运算""","""匈牙利算法""","""使用""","""匈牙利算法中使用对称差运算来调整匹配。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""时间复杂度""","""匈牙利算法""","""评价""","""时间复杂度是评价匈牙利算法效率的重要指标。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""平面图""","""可平面图""","""等价""","""在没有特别要求的情况下，可平面图与平面图通常不加区分地统称为平面图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
"""平面图""","""非平面图""","""对比""","""平面图与非平面图是两种不同的图模型，前者可以嵌入平面，后者不能。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
"""平面图""","""最大平面图""","""分类""","""最大平面图是平面图的一种特殊情况，再加一条边就变成非平面图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
