start,end,relation,description,source
"""k-色图""","""k-着色""","""定义""","""k-色图是指可以进行k-着色的图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""k-边色图""","""k-边着色""","""定义""","""k-边色图是指可以进行k-边着色的图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""边色数""","""边着色""","""定义""","""边色数是指图G的边色数，记为χ'(G)。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""点色数""","""点着色""","""定义""","""点色数是指图G的点色数，记为χ(G)。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""定理10.19""","""完全图""","""条件""","""定理10.19中提到，若G是n阶完全图，则χ(G)=n。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""定理10.19""","""回路""","""条件""","""定理10.19中提到，若G是一条回路，则若|V|是偶数，χ(G)=2；若|V|是奇数，χ(G)=3。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""定理10.19""","""非平凡树""","""条件""","""定理10.19中提到，若G是一棵非平凡树，则χ(G)=2。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""定理10.21""","""简单图""","""条件""","""定理10.21中提到，若图G是简单图，则χ'(G)=Δ(G)或Δ(G)+1。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""定理10.21""","""二分图""","""条件""","""定理10.21中提到，若图G是二分图，则χ'(G)=Δ(G)。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""定理10.21""","""完全图""","""条件""","""定理10.21中提到，若G是n(n≠1)为奇数的完全图，则χ'(G)=n；若n为偶数，χ'(G)=n-1。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""]"
"""地图""","""国家""","""组成""","""地图由多个国家组成，每个国家对应地图中的一个有限面。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""国家""","""相邻国家""","""组成""","""国家之间通过公共边相邻，形成相邻国家的关系。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""面着色""","""相邻国家""","""条件""","""面着色要求相邻国家具有不同的颜色。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""k-面可着色""","""k-色地图""","""定义""","""如果一个地图可以用k种颜色完成面着色，则称其为k-色地图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""定理10.22""","""定理10.23""","""关联""","""定理10.22和定理10.23都与平面图的着色问题相关。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""五色定理""","""四色猜想""","""关联""","""五色定理是四色猜想研究历史上的一个重要结论。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""佛朗西斯·格里斯""","""四色猜想""","""提出者""","""佛朗西斯·格里斯最初提出了四色猜想。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""哥德巴赫猜想""","""四色猜想""","""对比""","""哥德巴赫猜想和四色猜想都是著名的数学猜想，但它们研究的问题不同。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""黎曼猜想""","""四色猜想""","""对比""","""黎曼猜想和四色猜想都是著名的数学猜想，但它们研究的问题不同。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""面着色""","""平面图""","""应用""","""面着色是应用于平面图的一种着色方法。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""定理10.22""","""地图""","""应用""","""定理10.22应用于地图的着色问题。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""定理10.23""","""简单平面图""","""应用""","""定理10.23应用于简单平面图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""五色定理""","""连通简单平面图""","""应用""","""五色定理应用于任意给定的连通简单平面图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""k-面可着色""","""连通无桥平面图""","""定义""","""k-面可着色定义适用于连通无桥平面图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""k-色地图""","""连通无桥平面图""","""定义""","""k-色地图定义适用于连通无桥平面图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""定理10.22""","""对偶图""","""关联""","""定理10.22涉及到地图与其对偶图之间的色数关系。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""定理10.24""","""平面图""","""关联""","""定理10.24涉及到平面图的点色数问题。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""四色猜想""","""数学猜想""","""分类""","""四色猜想是一种数学猜想。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""二、平面图的着色问题""]"
"""结点着色""","""边着色""","""转化""","""结点着色问题可以转化为边着色和面着色问题。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""结点着色""","""贪心策略""","""基于""","""基于贪心策略的着色算法是一种结点着色方法。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""结点着色""","""韦尔奇•鲍威尔着色算法""","""基于""","""韦尔奇•鲍威尔着色算法是一种基于贪心策略的结点着色方法。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""贪心策略""","""着色方案""","""优化""","""贪心策略用于优化和排除颜色集合，以得到优化的着色方案。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""结点度数""","""排序""","""韦尔奇•鲍威尔着色算法首先按结点度数递减顺序排列结点。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""颜色""","""使用""","""韦尔奇•鲍威尔着色算法使用多种颜色对结点进行着色。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""已着色结点集合""","""包含""","""韦尔奇•鲍威尔着色算法将已着色结点放入集合中。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""未着色结点""","""处理""","""韦尔奇•鲍威尔着色算法处理未着色的结点。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""最大度数结点""","""选择""","""韦尔奇•鲍威尔着色算法选择具有最大度数的未着色结点。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""最大度数结点""","""选择""","""韦尔奇•鲍威尔着色算法在选择下一步着色的结点时，优先选择度数最大的未着色结点。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""相邻结点""","""着色""","""韦尔奇•鲍威尔着色算法中，与已着色结点相邻的结点将被着上相同的颜色。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""不同颜色""","""使用""","""韦尔奇•鲍威尔着色算法使用不同的颜色对结点进行着色，以避免冲突。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""已着色结点集合""","""更新""","""在韦尔奇•鲍威尔着色算法中，随着着色过程的进行，已着色结点集合会不断更新。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""连通无向图""","""适用于""","""韦尔奇•鲍威尔着色算法适用于任意给定的连通无向图。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""韦尔奇•鲍威尔着色算法""","""着色方案""","""生成""","""韦尔奇•鲍威尔着色算法生成一个有效的着色方案。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""贪心策略""","""颜色集合""","""优化""","""贪心策略通过优化颜色集合来逐步排除颜色，以得到一个优化的着色方案。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""贪心策略""","""邻接点""","""排除""","""在贪心策略中，对于每个结点，会排除其邻接点已经使用的颜色。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""贪心策略""","""着色方案""","""生成""","""贪心策略最终生成一个着色方案。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""贪心策略""","""连通无向图""","""适用于""","""贪心策略适用于对连通无向图进行着色。""","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""三、结点着色算法""]"
"""网络流图""","""网络流模型""","""组成""","""网络流图是网络流模型的一种表示形式，用于描述网络中的流及其相关属性。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""有向带权图""","""组成""","""网络流图是一种有向带权图，其中的边具有容量限制和流量数。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""容量限制""","""组成""","""网络流图中的每条边都有容量限制，表示边的最大流量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""流量数""","""组成""","""网络流图中的流量数表示通过每条边的流量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""源点和汇点""","""组成""","""网络流图中的源点和汇点分别表示流的起点和终点。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""网络切割""","""组成""","""网络切割是网络流图中的一个概念，用于描述网络中的一部分。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""网络最大流求解算法""","""组成""","""网络最大流求解算法用于求解网络流图中的最大流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""增益流""","""应用""","""网络流模型可以应用于增益流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""多终端流""","""应用""","""网络流模型可以应用于多终端流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""多商品流""","""应用""","""网络流模型可以应用于多商品流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""通讯""","""应用""","""网络流模型在通讯领域有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""运输""","""应用""","""网络流模型在运输领域有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""电力""","""应用""","""网络流模型在电力领域有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""工程规划""","""应用""","""网络流模型在工程规划领域有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""任务分派""","""应用""","""网络流模型在任务分派领域有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流模型""","""设备更新""","""应用""","""网络流模型在设备更新领域有广泛应用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""网络流图""","""容量""","""组成""","""网络流图的每条边都有容量，即每条边都有一定的流量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""网络流图""","""源结点""","""组成""","""网络流图包含一个源结点，即起点。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""网络流图""","""汇结点""","""组成""","""网络流图包含一个汇结点，即终点。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""网络流""","""流量""","""定义""","""网络流是定义在网络中关于边的一个实函数，用f(u,v)表示。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""可行流""","""容量限制""","""条件""","""可行流必须满足容量限制，即边的流不能超过它的容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""可行流""","""斜对称""","""条件""","""可行流必须满足斜对称，即点u到v的净流必须与点v到u的净流相反。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""可行流""","""流守恒""","""条件""","""可行流必须满足流守恒，即除源结点和汇结点外，其余每个结点的净流之和为0。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""饱和边""","""容量""","""等价""","""饱和边是指边的流量等于其容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""非饱和边""","""容量""","""等价""","""非饱和边是指边的流量小于其容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""零流边""","""流量""","""等价""","""零流边是指边的流量为0。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""非零流边""","""流量""","""等价""","""非零流边是指边的流量大于0。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""弱流边""","""流量""","""等价""","""弱流边是指既不是零流边也不是饱和边的边。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流问题""","""可行流""","""目标""","""最大流问题是在满足容量约束的前提下求出最大的可行流。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""残留网络""","""残留容量""","""组成""","""残留网络是由所有边的残留容量构成的带权有向图。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流最小割定理""","""最大流量""","""结论""","""最大流最小割定理指出最大流量等于最小割切的容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流最小割定理""","""最小割""","""结论""","""最大流最小割定理指出最大流量等于最小割切的容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流最小割定理""","""最大流量""","""结论""","""最大流最小割定理指出最大流量等于最小割切的容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""增广路径""","""流量增广路径""","""同义""","""增广路径和流量增广路径是同一概念的不同表述。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""切割""","""净流量""","""组成""","""切割的净流量是指穿过切割的净流量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""切割""","""容量""","""组成""","""切割的容量是指从集合S到集合T的所有有向边容量之和。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流问题""","""最大流""","""目标""","""最大流问题是求出网络流图中流量最大的可行流。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流问题""","""源结点""","""起点""","""最大流问题是从源结点开始求最大流。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""最大流问题""","""汇结点""","""终点""","""最大流问题是到汇结点结束求最大流。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""残留网络""","""增广路径""","""求解""","""通过残留网络寻找增广路径来求解最大流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""残留网络""","""最大流""","""求解""","""通过残留网络求解最大流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""切割""","""最大流最小割定理""","""应用""","""切割在最大流最小割定理中用于确定最大流量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""网络流理论""","""最大网络流问题""","""应用""","""网络流理论主要用于解决最大网络流问题。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""最大网络流问题""","""最大流量""","""目标""","""最大网络流问题的目标是使得网络中流的总量达到最大。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""最大网络流问题""","""最小割容量""","""等价""","""最大流量等于最小割容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""最大流最小切割定理""","""依据""","""Ford-Fulkerson 算法的正确性由最大流最小切割定理保证。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""迭代算法""","""类型""","""Ford-Fulkerson 算法是一种迭代算法。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""增广路径""","""依赖""","""Ford-Fulkerson 算法依赖于增广路径的概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""切割""","""依赖""","""Ford-Fulkerson 算法依赖于切割的概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""源点""","""起点""","""Ford-Fulkerson 算法从源点开始进行迭代。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""汇点""","""终点""","""Ford-Fulkerson 算法以汇点为终点。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""可行流""","""结果""","""Ford-Fulkerson 算法的结果是最大可行流。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Ford-Fulkerson 算法""","""费用""","""计算""","""Ford-Fulkerson 算法可以计算整个网络的费用。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Edmonds-Karp 算法""","""Ford-Fulkerson 算法""","""变种""","""Edmonds-Karp 算法是 Ford-Fulkerson 算法的一个变种。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""Dinic 算法""","""Ford-Fulkerson 算法""","""变种""","""Dinic 算法是 Ford-Fulkerson 算法的一个变种。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""预流推进算法""","""Ford-Fulkerson 算法""","""变种""","""预流推进算法是 Ford-Fulkerson 算法的一个变种。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""增广路径""","""Ford-Fulkerson 算法""","""概念""","""增广路径是 Ford-Fulkerson 算法中的一个概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""切割""","""Ford-Fulkerson 算法""","""概念""","""切割是 Ford-Fulkerson 算法中的一个概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""源点""","""Ford-Fulkerson 算法""","""概念""","""源点是 Ford-Fulkerson 算法中的一个概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""汇点""","""Ford-Fulkerson 算法""","""概念""","""汇点是 Ford-Fulkerson 算法中的一个概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""可行流""","""Ford-Fulkerson 算法""","""概念""","""可行流是 Ford-Fulkerson 算法中的一个概念。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""费用""","""Ford-Fulkerson 算法""","""计算""","""费用是 Ford-Fulkerson 算法计算的内容之一。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""最大流量""","""最小割容量""","""等价""","""最大流量等于最小割容量。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""计算机鼓轮""","""二进制数码""","""组成""","""计算机鼓轮用于输出二进制数码。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""鼓轮设计问题""","""二进制数""","""组成""","""鼓轮设计问题涉及将二进制数排成一个圆圈。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""鼓轮设计问题""","""三位二进制数""","""组成""","""鼓轮设计问题要求任意3个依次相连的数码组成的三位二进制数互不相同。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""鼓轮设计问题""","""四位二进制数""","""组成""","""四位计算机轮鼓设计问题涉及将16个二进制数排成一个圆圈，形成四位二进制数。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""鼓轮设计问题""","""欧拉回路""","""转化""","""鼓轮设计问题转化为在有向图上求一条欧拉回路。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""二进制数码""","""圆圈""","""排列""","""二进制数码需要排成一个圆圈。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""三位二进制数""","""互不相同""","""条件""","""三位二进制数需要满足互不相同的条件。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""四位二进制数""","""互不相同""","""条件""","""四位二进制数需要满足互不相同的条件。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""四位二进制数""","""16个""","""数量""","""四位二进制数共有16个。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""欧拉回路""","""有向图""","""存在于""","""欧拉回路存在于有向图中。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.1 鼓轮设计问题""]"
"""最优路线问题""","""哈密顿图模型""","""求解""","""最优路线问题可以通过哈密顿图模型来求解。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""加权无向图""","""哈密顿图模型""","""组成""","""加权无向图是哈密顿图模型的基本组成部分。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""最邻近插入法""","""哈密顿图模型""","""应用""","""最邻近插入法是哈密顿图模型中的一种应用方法。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""沃舍尔∙弗洛伊德算法""","""哈密顿图模型""","""求解""","""沃舍尔∙弗洛伊德算法可以用于求解哈密顿图模型。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""哈密尔顿回路""","""哈密顿图模型""","""组成""","""哈密尔顿回路是哈密顿图模型的一个组成部分。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""货郎担问题""","""哈密顿图模型""","""等价""","""货郎担问题与哈密顿图模型在数学上是等价的。""","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
